# title A Mathematical Theory of Quantum Sheaf Cohomology
# xmax 52
# nlane 10
# nstage 6
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	E1
@LANE	7	E2
@LANE	8	E3
@LANE	9	E4
@BLOCK	0	15918813	0.317	12.400	0
@BLOCK	1	15918813	12.400	22.217	0
@BLOCK	2	15918813	22.217	26.800	0
@BLOCK	3	15918813	26.800	34.500	0
@BLOCK	3	15918813	34.967	41.417	0
@BLOCK	4	15918813	34.500	34.967	0
@BLOCK	4	15918813	41.417	45.867	0
@BLOCK	5	15918813	36.167	36.567	0
@BLOCK	5	15918813	45.867	51.083	0
@BLOCK	6	11627404	10.117	10.683	0
@BLOCK	7	2789608	16.783	20.750	0
@BLOCK	7	2789608	22.833	25.417	0
@BLOCK	7	2789608	31.200	34.217	0
@BLOCK	7	2789608	34.967	36.167	0
@BLOCK	7	2789608	43.600	44.417	0
@BLOCK	7	2789608	46.267	47.967	0
@BLOCK	8	11627404	20.750	21.333	0
@BLOCK	9	11627404	47.967	48.433	0
