# title Loop Integration: Phenomenology, Polemics, and Prospects for Improvement
# xmax 61
# nlane 27
# nstage 8
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	S7
@LANE	7	S8
@LANE	8	E1
@LANE	9	E2
@LANE	10	E3
@LANE	11	E4
@LANE	12	E5
@LANE	13	E6
@LANE	14	E7
@LANE	15	E8
@LANE	16	E9
@LANE	17	E10
@LANE	18	E11
@LANE	19	E12
@LANE	20	E13
@LANE	21	E14
@LANE	22	E15
@LANE	23	E16
@LANE	24	E17
@LANE	25	E18
@LANE	26	E19
@BLOCK	0	15918813	0.733	3.750	0
@BLOCK	0	15918813	16.350	17.500	0
@BLOCK	0	15918813	29.050	29.617	0
@BLOCK	1	15918813	3.750	9.083	0
@BLOCK	2	15918813	9.083	10.550	0
@BLOCK	2	15918813	23.050	28.567	0
@BLOCK	3	15918813	10.550	16.350	0
@BLOCK	4	15918813	16.600	23.050	0
@BLOCK	5	15918813	29.617	36.283	0
@BLOCK	6	15918813	36.283	43.650	0
@BLOCK	7	15918813	43.650	57.533	0
@BLOCK	7	15918813	58.117	60.633	0
@BLOCK	8	11627404	3.750	6.617	0
@BLOCK	8	11627404	25.550	26.067	0
@BLOCK	9	2789608	6.617	7.317	0
@BLOCK	9	2789608	8.300	9.083	0
@BLOCK	9	2789608	26.067	26.417	0
@BLOCK	10	2789608	7.317	8.300	0
@BLOCK	11	2789608	12.367	13.000	0
@BLOCK	12	2789608	13.000	16.350	0
@BLOCK	13	2789608	20.767	23.050	0
@BLOCK	13	2789608	47.033	48.067	0
@BLOCK	14	2789608	23.050	24.983	0
@BLOCK	15	11627404	25.267	26.067	0
@BLOCK	16	11627404	26.417	27.367	0
@BLOCK	17	2789608	27.783	28.567	0
@BLOCK	18	11627404	29.617	30.583	0
@BLOCK	19	2789608	31.650	32.583	0
@BLOCK	20	2789608	33.150	36.283	0
@BLOCK	21	11627404	40.967	41.683	0
@BLOCK	22	2789608	41.683	42.800	0
@BLOCK	23	2789608	50.267	53.300	0
@BLOCK	24	12105912	54.550	55.467	0
@BLOCK	25	2789608	55.467	56.233	0
@BLOCK	26	2789608	56.833	57.533	0
