# title Equivariant Cohomology and the (Symplectic) Diffeotype of Complexity-One Four-Manifolds
# xmax 58
# nlane 13
# nstage 8
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	S7
@LANE	7	S8
@LANE	8	E1
@LANE	9	E2
@LANE	10	E3
@LANE	11	E4
@LANE	12	E5
@BLOCK	0	15918813	0.700	4.783	0
@BLOCK	1	15918813	4.783	15.400	0
@BLOCK	2	15918813	15.400	23.817	0
@BLOCK	3	15918813	23.817	37.350	0
@BLOCK	4	15918813	37.350	41.783	0
@BLOCK	5	15918813	41.783	45.150	0
@BLOCK	5	15918813	47.350	48.717	0
@BLOCK	6	15918813	45.150	47.350	0
@BLOCK	6	15918813	48.717	49.400	0
@BLOCK	7	15918813	49.400	54.950	0
@BLOCK	7	15918813	55.400	57.700	0
@BLOCK	8	11627404	3.667	4.783	0
@BLOCK	9	11627404	10.633	12.867	0
@BLOCK	10	2789608	31.817	35.133	0
@BLOCK	11	11627404	37.933	38.567	0
@BLOCK	12	2789608	45.150	47.350	0
@BLOCK	12	2789608	48.717	50.200	0
@BLOCK	12	2789608	55.667	57.700	0
