# title Common Linear Patterns Are Rare
# xmax 63
# nlane 15
# nstage 8
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	S7
@LANE	7	S8
@LANE	8	E1
@LANE	9	E2
@LANE	10	E3
@LANE	11	E4
@LANE	12	E5
@LANE	13	E6
@LANE	14	E7
@BLOCK	0	15918813	0.233	8.050	0
@BLOCK	0	15918813	8.583	10.267	0
@BLOCK	1	15918813	8.050	8.583	0
@BLOCK	1	15918813	10.267	15.767	0
@BLOCK	2	15918813	15.767	21.867	0
@BLOCK	3	15918813	21.867	24.500	0
@BLOCK	4	15918813	24.500	36.400	0
@BLOCK	5	15918813	36.400	46.900	0
@BLOCK	6	15918813	46.900	53.167	0
@BLOCK	7	15918813	53.167	62.300	0
@BLOCK	8	2789608	0.733	1.300	0
@BLOCK	8	2789608	2.183	4.150	0
@BLOCK	8	2789608	4.817	5.500	0
@BLOCK	8	2789608	6.167	7.583	0
@BLOCK	9	11627404	8.583	10.267	1
@BLOCK	10	11627404	15.767	17.367	0
@BLOCK	10	11627404	55.700	57.450	0
@BLOCK	11	2789608	26.167	26.950	0
@BLOCK	12	11627404	41.467	43.000	0
@BLOCK	13	11627404	43.550	44.167	0
@BLOCK	14	2789608	44.167	45.483	0
