# title Efficient Batch Verification: Recent Progress and Challenges
# xmax 66
# nlane 13
# nstage 8
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	S7
@LANE	7	S8
@LANE	8	E1
@LANE	9	E2
@LANE	10	E3
@LANE	11	E4
@LANE	12	E5
@BLOCK	0	15918813	0.717	8.000	0
@BLOCK	0	15918813	8.433	10.533	0
@BLOCK	1	15918813	10.533	14.917	0
@BLOCK	1	15918813	15.433	16.350	0
@BLOCK	1	15918813	23.017	23.967	0
@BLOCK	1	15918813	61.583	61.917	0
@BLOCK	2	15918813	14.917	25.950	0
@BLOCK	3	15918813	25.950	39.617	0
@BLOCK	4	15918813	39.617	46.950	0
@BLOCK	5	15918813	46.950	53.583	0
@BLOCK	6	15918813	53.583	61.583	0
@BLOCK	7	15918813	61.583	65.917	0
@BLOCK	8	11627404	2.767	4.017	0
@BLOCK	8	11627404	7.600	8.000	0
@BLOCK	8	11627404	11.283	11.533	0
@BLOCK	8	11627404	39.833	40.650	0
@BLOCK	8	11627404	42.117	43.033	0
@BLOCK	8	11627404	45.200	45.600	0
@BLOCK	9	11627404	10.817	11.283	0
@BLOCK	10	11627404	42.117	42.417	0
@BLOCK	11	11627404	45.600	46.533	1
@BLOCK	12	2789608	47.233	50.617	0
