# title A Converse to a Theorem of Gross-Zaqier-Kolyvagin
# xmax 62
# nlane 10
# nstage 7
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	S7
@LANE	7	E1
@LANE	8	E2
@LANE	9	E3
@BLOCK	0	15918813	0.250	5.100	0
@BLOCK	1	15918813	5.100	14.700	0
@BLOCK	2	15918813	17.417	17.917	0
@BLOCK	2	15918813	22.100	29.567	0
@BLOCK	2	15918813	56.617	57.117	0
@BLOCK	3	15918813	29.567	39.183	0
@BLOCK	4	15918813	39.183	47.117	0
@BLOCK	4	15918813	54.250	56.617	0
@BLOCK	5	15918813	47.117	54.250	0
@BLOCK	6	15918813	14.700	17.417	0
@BLOCK	6	15918813	17.917	22.100	0
@BLOCK	6	15918813	57.117	61.967	0
@BLOCK	7	11627404	1.950	3.000	0
@BLOCK	8	11627404	20.583	22.100	1
@BLOCK	9	12105912	58.267	59.267	0
@BLOCK	9	12105912	61.033	61.967	0
