# title Fast Dynamo Action On The 3-Torus For Pulsed-Diffusions
# xmax 66
# nlane 14
# nstage 6
@LANE	0	S1
@LANE	1	S2
@LANE	2	S3
@LANE	3	S4
@LANE	4	S5
@LANE	5	S6
@LANE	6	E1
@LANE	7	E2
@LANE	8	E3
@LANE	9	E4
@LANE	10	E5
@LANE	11	E6
@LANE	12	E7
@LANE	13	E8
@BLOCK	0	15918813	2.850	15.467	0
@BLOCK	0	15918813	15.800	18.600	0
@BLOCK	1	15918813	18.600	24.933	0
@BLOCK	1	15918813	32.117	33.700	0
@BLOCK	2	15918813	33.700	42.750	0
@BLOCK	3	15918813	42.750	47.250	0
@BLOCK	4	15918813	47.250	54.967	0
@BLOCK	4	15918813	60.417	61.933	0
@BLOCK	4	15918813	64.967	65.717	0
@BLOCK	5	15918813	54.967	60.417	0
@BLOCK	6	11627404	1.000	2.850	0
@BLOCK	7	2789608	9.167	9.700	0
@BLOCK	7	2789608	15.800	17.517	0
@BLOCK	8	2789608	10.083	10.517	0
@BLOCK	8	2789608	28.617	29.000	0
@BLOCK	9	2789608	18.600	21.900	0
@BLOCK	9	2789608	22.683	24.933	0
@BLOCK	10	11627404	26.483	29.000	0
@BLOCK	11	11627404	31.350	31.950	1
@BLOCK	12	11627404	60.417	61.933	1
@BLOCK	13	11627404	62.600	63.367	1
