key,code,field_msc,gen,worked,q,fdeg,fext,fsym,fexc,fcc,logtime,depth,natt_talk
001b6681f468454ad78ebc3e8bbe506c,E1,68 Computer science,1,0,0,0.0,0.8333,0.0,0.0,0.0,1.0647,0,1
001b6681f468454ad78ebc3e8bbe506c,E2,68 Computer science,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9871,1,1
001b6681f468454ad78ebc3e8bbe506c,E3,68 Computer science,1,1,0,0.0,0.0,0.0,0.0,0.0,0.3124,1,1
001b6681f468454ad78ebc3e8bbe506c,E4,68 Computer science,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.1054,4,1
001b6681f468454ad78ebc3e8bbe506c,E5,68 Computer science,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7985,4,1
001b6681f468454ad78ebc3e8bbe506c,E6,68 Computer science,0,0,0,0.0,1.0,0.0,0.0,0.0,-0.8362,5,1
001b6681f468454ad78ebc3e8bbe506c,E7,68 Computer science,1,1,0,0.0,0.0,0.0,0.0,0.0,0.4055,6,1
001b6681f468454ad78ebc3e8bbe506c,E8,68 Computer science,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.6931,7,1
001b6681f468454ad78ebc3e8bbe506c,E9,68 Computer science,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.6931,7,1
003d49089a6d9668a601b83016af72ea,E1,"82 Statistical mechanics, structure of matter",0,0,0,0.0,0.0833,0.0,0.0,0.0,0.4055,0,2
003d49089a6d9668a601b83016af72ea,E2,"82 Statistical mechanics, structure of matter",1,1,1,1.0,0.5833,0.0,0.0,0.0,0.4274,1,1
003d49089a6d9668a601b83016af72ea,E3,"82 Statistical mechanics, structure of matter",0,0,1,0.0,0.0,0.0,0.0,0.0,-0.2025,2,0
00955e5ce9c339ea1ff2ab0e5b1b1b72,E1,76 Fluid mechanics,0,0,0,1.0,0.75,0.8333,0.0,0.0,0.0328,0,2
00955e5ce9c339ea1ff2ab0e5b1b1b72,E2,76 Fluid mechanics,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.2877,0,1
00955e5ce9c339ea1ff2ab0e5b1b1b72,E3,76 Fluid mechanics,0,1,1,0.4167,1.0,0.0,0.0,0.0,-0.6604,0,1
00955e5ce9c339ea1ff2ab0e5b1b1b72,E4,76 Fluid mechanics,0,1,0,0.0,0.0,0.0833,0.0,0.0,0.449,0,1
00955e5ce9c339ea1ff2ab0e5b1b1b72,E5,76 Fluid mechanics,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3001,1,1
00955e5ce9c339ea1ff2ab0e5b1b1b72,E6,76 Fluid mechanics,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.9163,7,1
00955e5ce9c339ea1ff2ab0e5b1b1b72,E7,76 Fluid mechanics,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4165,7,1
00f754eb25a0ccaf90e0308922a35d71,E1,11 Number theory,0,1,0,0.0,0.9167,0.0,0.0,0.0,-0.8755,0,1
00f754eb25a0ccaf90e0308922a35d71,E2,11 Number theory,1,1,0,0.0,0.0,0.0833,0.0,0.0,1.596,1,2
00f754eb25a0ccaf90e0308922a35d71,E3,11 Number theory,0,1,0,0.25,0.0,0.0,0.0,0.0,0.7014,4,1
00f754eb25a0ccaf90e0308922a35d71,E4,11 Number theory,0,0,0,0.1667,0.0,0.0,0.0,0.0,-0.2231,6,1
011a458a23725e54ae0231e6f01d05c5,E1,11 Number theory,0,0,0,0.6667,0.0,0.5833,0.0,0.0,1.209,0,2
011a458a23725e54ae0231e6f01d05c5,E2,11 Number theory,1,1,0,0.75,0.0,0.0,0.0,0.0,2.6958,0,2
011a458a23725e54ae0231e6f01d05c5,E3,11 Number theory,1,1,0,0.0,1.0,1.0,0.0,1.0,0.4055,0,1
011a458a23725e54ae0231e6f01d05c5,E4,11 Number theory,0,0,0,0.6667,0.0,0.5833,0.0,0.0,0.8755,0,1
011a458a23725e54ae0231e6f01d05c5,E5,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0498,0,1
011a458a23725e54ae0231e6f01d05c5,E6,11 Number theory,1,1,0,0.0,0.0,0.0,0.0,1.0,0.7577,2,2
011a458a23725e54ae0231e6f01d05c5,E7,11 Number theory,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0165,3,1
011a458a23725e54ae0231e6f01d05c5,E8,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.7621,4,1
011a458a23725e54ae0231e6f01d05c5,E9,11 Number theory,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.5978,4,1
015b6675de0d0cc5c76bf127923b81f7,E1,35 Partial differential equations,1,1,0,0.0833,0.9167,0.0,0.0,1.0,2.2407,2,2
015b6675de0d0cc5c76bf127923b81f7,E2,35 Partial differential equations,0,0,0,0.1667,1.0,1.0,0.0,0.9167,-0.087,5,1
015b6675de0d0cc5c76bf127923b81f7,E3,35 Partial differential equations,0,0,1,0.5833,0.1667,0.0,0.0,0.0,-0.6286,4,1
0199b9a9dedd007b4cdba4f34feb1971,E1,"22 Topological groups, Lie groups",1,0,0,0.0,0.5,0.1667,0.0,0.0,1.2432,0,1
0199b9a9dedd007b4cdba4f34feb1971,E2,"22 Topological groups, Lie groups",1,0,0,1.0,0.0,0.0,0.0,1.0,0.4055,1,1
0199b9a9dedd007b4cdba4f34feb1971,E3,"22 Topological groups, Lie groups",1,0,1,0.0833,0.0,0.0,0.0,1.0,0.0488,2,1
0199b9a9dedd007b4cdba4f34feb1971,E4,"22 Topological groups, Lie groups",0,0,1,0.0,0.0,0.0,0.0,1.0,0.0645,4,1
01cf0536e5763d2bf5e71bfc5be8d175,E1,"06 Order, lattices, ordered algebraic structures",0,1,0,0.0,0.0,0.0,0.0,0.0,1.1579,0,1
01cf0536e5763d2bf5e71bfc5be8d175,E2,"06 Order, lattices, ordered algebraic structures",0,1,0,1.0,1.0,0.0,0.0,1.0,-0.2657,0,1
01cf0536e5763d2bf5e71bfc5be8d175,E3,"06 Order, lattices, ordered algebraic structures",1,1,0,0.5,1.0,0.0,0.0,1.0,1.3394,1,3
01cf0536e5763d2bf5e71bfc5be8d175,E4,"06 Order, lattices, ordered algebraic structures",0,0,0,0.0,0.0,0.0,0.0,0.0,0.36,3,1
01cf0536e5763d2bf5e71bfc5be8d175,E5,"06 Order, lattices, ordered algebraic structures",1,1,0,0.0833,1.0,0.0,0.0,1.0,0.5691,3,1
01cf0536e5763d2bf5e71bfc5be8d175,E6,"06 Order, lattices, ordered algebraic structures",1,1,0,0.5,1.0,0.0,0.0,1.0,0.7498,4,1
01cf0536e5763d2bf5e71bfc5be8d175,E7,"06 Order, lattices, ordered algebraic structures",0,0,1,0.0,0.0,0.0833,0.0,0.0,-0.4834,0,1
021965ce34f46832d0c53866f2fa88e1,E1,81 Quantum theory,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2189,1,2
021965ce34f46832d0c53866f2fa88e1,E2,81 Quantum theory,1,0,0,0.0,0.8333,0.0,0.0,1.0,0.6061,1,2
021965ce34f46832d0c53866f2fa88e1,E3,81 Quantum theory,1,1,0,0.0,1.0,1.0,0.0,0.0,-0.0168,1,1
021965ce34f46832d0c53866f2fa88e1,E4,81 Quantum theory,1,1,0,0.0,0.0,0.0,0.0,1.0,-0.4568,1,1
021965ce34f46832d0c53866f2fa88e1,E5,81 Quantum theory,1,1,0,0.0,0.0,0.0833,0.0,0.9167,1.209,1,1
021965ce34f46832d0c53866f2fa88e1,E6,81 Quantum theory,1,1,0,0.0833,0.0,0.25,0.0,0.0,1.199,1,2
021965ce34f46832d0c53866f2fa88e1,E7,81 Quantum theory,1,1,0,0.0,0.0,0.5833,0.0,0.9167,0.6592,2,1
021965ce34f46832d0c53866f2fa88e1,E8,81 Quantum theory,0,0,0,0.1667,0.0,0.0833,0.0,0.9167,-0.2231,2,1
021965ce34f46832d0c53866f2fa88e1,E9,81 Quantum theory,0,0,0,0.0,1.0,0.0,0.0,0.9167,-0.0513,2,1
021965ce34f46832d0c53866f2fa88e1,E10,81 Quantum theory,1,0,0,0.0833,0.25,0.0,0.0,0.0,-0.2442,2,1
021965ce34f46832d0c53866f2fa88e1,E11,81 Quantum theory,0,0,0,0.0,0.0,0.75,0.0,0.0,-0.0339,2,1
021965ce34f46832d0c53866f2fa88e1,E12,81 Quantum theory,1,1,0,0.25,0.4167,0.1667,0.0,1.0,-0.069,2,1
021965ce34f46832d0c53866f2fa88e1,E13,81 Quantum theory,1,1,0,1.0,0.5,1.0,0.0,0.0833,1.1421,2,1
021965ce34f46832d0c53866f2fa88e1,E14,81 Quantum theory,0,0,0,0.5833,0.9167,0.9167,0.0,0.0,-0.3331,3,1
021965ce34f46832d0c53866f2fa88e1,E15,81 Quantum theory,1,0,0,0.0,0.0833,0.1667,0.0,0.0,0.1103,3,1
021965ce34f46832d0c53866f2fa88e1,E16,81 Quantum theory,1,1,0,0.0,1.0,0.0,0.0,0.75,1.1097,4,1
021965ce34f46832d0c53866f2fa88e1,E17,81 Quantum theory,,1,0,0.0,0.0,0.0,0.0,0.8333,-0.087,4,1
021965ce34f46832d0c53866f2fa88e1,E18,81 Quantum theory,1,1,0,0.5833,0.25,0.0,0.0,1.0,-0.2657,4,1
021965ce34f46832d0c53866f2fa88e1,E19,81 Quantum theory,1,0,0,0.75,0.75,0.9167,0.0,0.0,-0.3567,4,1
024453cd05c7ed770dd28d25188c947d,E1,05 Combinatorics,0,0,0,0.0,1.0,0.0,0.0,0.0,0.1398,0,2
024453cd05c7ed770dd28d25188c947d,E2,05 Combinatorics,0,0,0,0.0,0.8333,0.9167,0.0,0.0,0.1252,0,1
024453cd05c7ed770dd28d25188c947d,E3,05 Combinatorics,1,1,0,0.0833,1.0,1.0,0.0,1.0,0.1252,1,1
024453cd05c7ed770dd28d25188c947d,E4,05 Combinatorics,0,0,1,0.0,1.0,0.0,0.0,0.0,-0.3331,1,1
024453cd05c7ed770dd28d25188c947d,E5,05 Combinatorics,1,1,1,0.0,1.0,0.0,0.0,1.0,0.2364,1,1
024453cd05c7ed770dd28d25188c947d,E6,05 Combinatorics,0,0,0,0.0,1.0,0.6667,0.0,0.0,-0.7621,2,1
024453cd05c7ed770dd28d25188c947d,E7,05 Combinatorics,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.6286,3,1
024453cd05c7ed770dd28d25188c947d,E8,05 Combinatorics,1,1,0,0.5833,1.0,0.0,0.0,0.75,0.5404,4,1
024453cd05c7ed770dd28d25188c947d,E9,05 Combinatorics,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,5,1
02c1d847e344111af6d183d0e30edb58,E1,55 Algebraic topology,0,1,0,0.75,0.3333,0.0,0.0,0.0,1.7463,0,2
